"Year","Epidemiology Week","Cholera","Paratyphoid","Typhoid","Acute Viral Hepatitis A","Acute Viral Hepatitis E","Poliomyelitis","Plague","Yellow Fever","Dengue","DHF","Malaria","Chikungunya","HFMD","Diphtheria","Measles","Mumps","Rubella","SARS","Nipah","Acute Viral hepatitis B","Encephalitis","Legionellosis","Campylobacter enteritis","Acute Viral hepatitis C","Leptospirosis","Melioidosis","Meningococcal Infection","Pertussis","Pneumococcal Disease (invasive)","Haemophilus influenzae type b","Salmonellosis(non-enteric fevers)","Avian Influenza","Zika","Ebola Virus Disease","Japanese Encephalitis","Tetanus","Botulism","Murine Typhus","Acute Upper Respiratory Tract infections","Acute Conjunctivitis","Acute Diarrhoea","Chickenpox"
"2012","1","0","1","6","1","3","0","0","0","74","0","1","0","326","0","2","11","1","0","0","0","0","0","6","0","Nan","0","0","2","3","0","26","0","Nan","Nan","Nan","Nan","Nan","Nan","2932","120","491","18"
"2012","2","0","1","3","2","0","0","0","0","64","2","2","1","346","0","1","10","2","0","0","0","0","0","7","0","Nan","1","0","0","3","0","24","0","Nan","Nan","Nan","Nan","Nan","Nan","3189","114","575","19"
"2012","3","0","1","5","3","0","0","0","0","60","1","2","1","463","0","2","15","4","0","0","0","3","0","9","0","Nan","1","0","5","3","0","21","0","Nan","Nan","Nan","Nan","Nan","Nan","3185","106","539","16"
"2012","4","0","1","1","3","2","0","0","0","50","2","3","0","372","0","0","8","2","0","0","1","1","1","8","0","Nan","1","0","0","2","0","12","0","Nan","Nan","Nan","Nan","Nan","Nan","4001","118","615","24"
"2012","5","0","3","5","2","0","0","0","0","84","1","1","0","444","0","2","12","0","0","0","1","0","0","8","0","Nan","0","0","1","5","0","37","0","Nan","Nan","Nan","Nan","Nan","Nan","3356","110","559","18"
"2012","6","0","2","0","0","4","0","0","0","87","0","2","0","683","0","4","12","2","0","0","1","2","1","5","0","Nan","1","0","0","4","0","40","0","Nan","Nan","Nan","Nan","Nan","Nan","3358","111","557","20"
"2012","7","0","1","2","0","2","0","0","0","65","0","1","0","810","0","1","12","4","0","0","0","0","0","8","0","Nan","0","0","0","3","0","29","0","Nan","Nan","Nan","Nan","Nan","Nan","3033","105","529","19"
"2012","8","0","4","3","0","3","0","0","0","50","1","0","1","989","0","2","18","0","0","0","0","0","0","8","0","Nan","1","0","0","3","0","12","0","Nan","Nan","Nan","Nan","Nan","Nan","2953","102","513","21"
"2012","9","0","4","1","2","0","0","0","0","55","0","0","1","1115","0","1","10","2","0","0","2","0","1","6","0","Nan","1","0","3","2","0","27","0","Nan","Nan","Nan","Nan","Nan","Nan","2855","105","505","17"
"2012","10","0","2","1","2","3","0","0","0","45","1","4","2","1139","0","0","16","0","0","0","3","1","1","12","1","Nan","0","0","0","9","0","28","0","Nan","Nan","Nan","Nan","Nan","Nan","2868","95","488","19"
"2012","11","0","2","1","1","2","0","0","0","64","0","2","0","1011","0","1","8","1","0","0","0","1","1","10","0","Nan","1","0","0","2","0","36","0","Nan","Nan","Nan","Nan","Nan","Nan","2615","103","432","15"
"2012","12","0","1","1","0","2","0","0","0","72","1","2","0","1018","0","1","11","0","0","0","1","2","1","5","0","Nan","0","0","3","3","0","26","0","Nan","Nan","Nan","Nan","Nan","Nan","2803","112","507","21"
"2012","13","0","0","2","1","2","0","0","0","48","0","4","0","1017","0","0","15","2","0","0","2","0","2","14","0","Nan","0","0","1","0","0","27","0","Nan","Nan","Nan","Nan","Nan","Nan","2711","106","477","17"
"2012","14","0","0","1","0","2","0","0","0","52","0","2","0","952","0","0","6","2","0","0","0","0","0","2","0","Nan","0","0","1","1","0","27","0","Nan","Nan","Nan","Nan","Nan","Nan","2935","110","486","20"
"2012","15","0","2","2","0","0","0","0","0","81","1","2","1","1167","0","0","13","2","0","0","0","0","2","12","0","Nan","1","0","0","1","0","25","0","Nan","Nan","Nan","Nan","Nan","Nan","3098","98","487","18"
"2012","16","0","0","0","4","2","0","0","0","77","0","4","1","1387","0","0","15","2","0","0","0","0","1","6","0","Nan","1","0","0","2","0","36","0","Nan","Nan","Nan","Nan","Nan","Nan","3056","114","502","19"
"2012","17","0","2","1","1","1","0","0","0","64","0","2","0","1581","0","1","13","3","0","0","0","1","0","14","0","Nan","1","0","0","7","0","27","0","Nan","Nan","Nan","Nan","Nan","Nan","3022","108","478","21"
"2012","18","0","1","3","0","3","0","0","0","86","2","2","0","1462","0","1","13","2","0","0","3","0","0","2","0","Nan","1","0","0","3","0","21","0","Nan","Nan","Nan","Nan","Nan","Nan","3090","106","537","26"
"2012","19","0","0","2","1","5","0","0","0","96","1","1","1","1607","0","1","19","2","0","0","0","0","0","12","0","Nan","0","0","0","1","0","34","0","Nan","Nan","Nan","Nan","Nan","Nan","3100","101","488","21"
"2012","20","0","3","2","2","4","0","0","0","80","0","2","0","1682","0","0","11","0","0","0","1","0","0","7","0","Nan","2","0","1","2","0","28","0","Nan","Nan","Nan","Nan","Nan","Nan","3167","117","481","26"
"2012","21","1","0","3","2","2","0","0","0","80","0","1","0","1458","0","0","10","1","0","0","1","0","0","6","0","Nan","0","0","0","3","0","32","0","Nan","Nan","Nan","Nan","Nan","Nan","2982","95","454","21"
"2012","22","0","1","1","3","2","0","0","0","81","0","2","0","1105","0","1","5","1","0","0","3","0","1","7","0","Nan","1","0","1","3","0","30","0","Nan","Nan","Nan","Nan","Nan","Nan","2719","91","428","19"
"2012","23","0","1","2","2","0","0","0","0","99","1","3","0","981","0","0","9","1","0","0","2","0","0","7","0","Nan","0","0","1","2","0","37","0","Nan","Nan","Nan","Nan","Nan","Nan","2550","93","404","15"
"2012","24","0","0","2","2","3","0","0","0","87","1","3","0","906","0","1","11","1","0","0","0","0","2","5","0","Nan","1","0","0","6","0","27","0","Nan","Nan","Nan","Nan","Nan","Nan","2495","91","416","14"
"2012","25","0","4","2","2","0","0","0","0","128","1","5","0","794","0","1","7","0","0","0","0","1","1","11","0","Nan","0","0","1","4","0","32","0","Nan","Nan","Nan","Nan","Nan","Nan","2381","84","399","20"
"2012","26","0","3","1","0","2","0","0","0","151","0","7","0","728","0","0","11","2","0","0","1","0","0","4","0","Nan","0","0","0","2","0","23","0","Nan","Nan","Nan","Nan","Nan","Nan","2471","101","468","20"
"2012","27","0","3","3","3","4","0","0","0","140","0","4","0","686","0","1","8","1","0","0","1","0","0","9","0","Nan","0","0","1","6","0","27","0","Nan","Nan","Nan","Nan","Nan","Nan","2597","95","498","21"
"2012","28","1","1","0","2","5","0","0","0","131","1","6","0","681","0","0","12","5","0","0","1","0","0","10","0","Nan","0","0","1","2","1","17","0","Nan","Nan","Nan","Nan","Nan","Nan","2949","103","547","16"
"2012","29","0","1","2","4","4","0","0","0","124","1","9","0","754","0","1","9","0","0","0","1","0","1","4","0","Nan","0","0","0","3","0","25","0","Nan","Nan","Nan","Nan","Nan","Nan","3168","98","545","15"
"2012","30","0","1","0","2","0","0","0","0","110","0","2","0","868","0","0","7","1","0","0","0","0","2","11","0","Nan","0","0","0","4","0","28","0","Nan","Nan","Nan","Nan","Nan","Nan","3214","97","565","18"
"2012","31","0","1","0","4","1","0","0","0","94","0","5","0","748","0","0","11","0","0","0","0","0","1","7","0","Nan","0","0","0","2","0","39","0","Nan","Nan","Nan","Nan","Nan","Nan","2980","101","576","16"
"2012","32","0","0","1","3","0","0","0","0","127","0","4","0","628","0","1","11","1","0","0","2","0","2","1","0","Nan","0","0","0","6","0","28","0","Nan","Nan","Nan","Nan","Nan","Nan","2857","108","539","16"
"2012","33","0","1","3","4","5","0","0","0","115","0","4","0","573","0","0","7","2","0","0","1","0","0","10","0","Nan","2","0","0","4","0","33","0","Nan","Nan","Nan","Nan","Nan","Nan","2650","95","539","13"
"2012","34","0","2","1","2","1","0","0","0","92","0","4","0","497","0","1","15","0","0","0","1","1","0","7","0","Nan","2","0","1","3","0","25","0","Nan","Nan","Nan","Nan","Nan","Nan","2669","109","604","19"
"2012","35","0","2","1","3","0","0","0","0","102","0","1","0","501","0","1","13","3","0","0","2","0","0","11","0","Nan","0","0","0","5","0","42","0","Nan","Nan","Nan","Nan","Nan","Nan","2533","94","512","11"
"2012","36","0","1","0","3","1","0","0","0","75","1","1","0","540","0","0","7","0","0","0","1","0","0","9","0","Nan","2","0","0","0","0","28","0","Nan","Nan","Nan","Nan","Nan","Nan","2343","91","400","14"
"2012","37","0","0","2","3","7","0","0","0","73","1","1","0","567","0","0","10","0","0","0","1","0","1","13","0","Nan","0","0","0","3","0","38","0","Nan","Nan","Nan","Nan","Nan","Nan","2619","103","497","13"
"2012","38","0","0","1","5","2","0","0","0","72","0","5","0","582","0","1","9","0","0","0","4","2","2","15","0","Nan","1","0","0","4","0","37","0","Nan","Nan","Nan","Nan","Nan","Nan","2579","92","500","13"
"2012","39","0","1","0","4","2","0","0","0","99","1","4","0","482","0","2","7","1","0","0","1","2","0","10","0","Nan","1","0","0","3","0","35","0","Nan","Nan","Nan","Nan","Nan","Nan","2517","92","498","15"
"2012","40","0","0","2","1","2","0","0","0","103","1","3","1","437","0","0","10","0","0","0","0","2","0","14","1","Nan","2","0","0","4","0","31","0","Nan","Nan","Nan","Nan","Nan","Nan","2575","88","520","13"
"2012","41","0","0","1","4","2","0","0","0","122","1","3","1","376","0","0","7","0","0","0","2","1","0","12","0","Nan","0","0","0","2","0","23","0","Nan","Nan","Nan","Nan","Nan","Nan","2638","87","494","14"
"2012","42","0","1","1","1","1","0","0","0","105","0","5","2","341","0","0","5","1","0","0","3","0","0","10","0","Nan","1","0","0","2","0","24","0","Nan","Nan","Nan","Nan","Nan","Nan","2695","88","507","13"
"2012","43","0","0","1","3","1","0","0","0","84","0","5","1","325","0","0","7","2","0","0","1","1","0","12","0","Nan","2","0","0","2","0","26","0","Nan","Nan","Nan","Nan","Nan","Nan","2768","90","522","13"
"2012","44","0","0","0","2","1","0","0","0","104","0","1","1","265","0","2","11","2","0","0","1","1","0","13","0","Nan","0","0","0","7","0","27","0","Nan","Nan","Nan","Nan","Nan","Nan","2605","100","486","15"
"2012","45","0","0","3","3","3","0","0","0","99","1","1","0","237","0","3","11","2","0","0","0","0","0","10","0","Nan","0","0","0","3","0","33","0","Nan","Nan","Nan","Nan","Nan","Nan","2578","89","477","11"
"2012","46","0","0","0","2","1","0","0","0","87","1","1","1","238","0","1","5","1","0","0","0","1","0","5","0","Nan","0","0","1","1","0","32","0","Nan","Nan","Nan","Nan","Nan","Nan","2581","91","538","14"
"2012","47","0","0","0","2","2","0","0","0","99","1","1","0","283","0","1","6","0","0","0","1","1","5","8","0","Nan","2","0","0","3","0","24","0","Nan","Nan","Nan","Nan","Nan","Nan","2504","99","499","11"
"2012","48","0","0","2","5","5","0","0","0","80","0","3","0","219","0","0","13","1","0","0","5","0","1","9","0","Nan","0","0","0","6","0","35","0","Nan","Nan","Nan","Nan","Nan","Nan","2542","93","484","9"
"2012","49","0","1","2","0","0","0","0","0","78","0","3","3","217","0","0","7","2","0","0","1","0","0","9","0","Nan","0","0","0","2","0","35","0","Nan","Nan","Nan","Nan","Nan","Nan","2681","99","481","10"
"2012","50","0","1","2","1","1","0","0","0","104","1","2","0","198","0","0","7","0","0","0","2","0","0","11","0","Nan","1","0","0","3","0","23","0","Nan","Nan","Nan","Nan","Nan","Nan","2604","94","469","10"
"2012","51","0","0","3","1","3","0","0","0","92","2","0","3","185","0","0","2","0","0","0","2","3","1","9","0","Nan","0","0","0","3","0","34","0","Nan","Nan","Nan","Nan","Nan","Nan","2497","103","419","12"
"2012","52","0","0","0","5","1","0","0","0","111","1","5","0","154","0","0","3","0","0","0","2","0","0","3","0","Nan","0","0","0","1","0","26","0","Nan","Nan","Nan","Nan","Nan","Nan","2812","113","473","14"
"2013","1","0","0","1","4","3","0","0","0","132","2","1","0","148","0","0","10","0","0","0","0","1","0","13","0","Nan","4","0","1","7","0","26","0","Nan","Nan","Nan","Nan","Nan","Nan","3022","130","541","19"
"2013","2","0","1","3","1","3","0","0","0","204","1","1","1","191","0","1","13","1","0","0","0","2","1","15","0","Nan","0","0","0","2","0","26","0","Nan","Nan","Nan","Nan","Nan","Nan","3120","110","596","12"
"2013","3","0","2","4","2","0","0","0","0","219","0","1","1","171","0","0","14","1","0","0","1","1","0","5","0","Nan","2","0","1","4","0","26","0","Nan","Nan","Nan","Nan","Nan","Nan","3133","114","569","17"
"2013","4","0","3","4","0","1","0","0","0","264","3","0","1","172","0","0","13","2","0","0","1","1","2","5","0","Nan","1","0","2","1","0","32","0","Nan","Nan","Nan","Nan","Nan","Nan","3190","102","543","14"
"2013","5","0","1","1","2","1","0","0","0","292","1","0","0","185","0","0","11","1","0","0","1","1","0","7","0","Nan","0","0","0","5","0","30","0","Nan","Nan","Nan","Nan","Nan","Nan","3036","102","502","17"
"2013","6","0","0","2","6","1","0","0","0","322","0","2","2","164","0","0","9","1","0","0","1","1","0","9","0","Nan","1","1","0","2","0","28","0","Nan","Nan","Nan","Nan","Nan","Nan","2599","94","475","18"
"2013","7","0","1","2","1","1","0","0","0","246","1","0","0","181","0","0","3","2","0","0","0","1","0","5","0","Nan","1","0","0","3","0","20","0","Nan","Nan","Nan","Nan","Nan","Nan","3033","105","573","21"
"2013","8","0","0","1","1","2","0","0","0","294","2","1","0","265","0","0","8","1","0","0","1","2","0","13","0","Nan","1","0","0","4","0","26","0","Nan","Nan","Nan","Nan","Nan","Nan","2942","115","510","15"
"2013","9","0","1","2","2","0","0","0","0","247","2","0","2","388","0","0","11","1","0","0","0","1","1","8","0","Nan","0","0","0","1","0","32","0","Nan","Nan","Nan","Nan","Nan","Nan","2753","110","469","16"
"2013","10","0","0","1","0","2","0","0","0","272","1","1","14","478","0","0","10","2","0","0","0","1","0","7","0","Nan","0","0","0","3","1","28","0","Nan","Nan","Nan","Nan","Nan","Nan","2713","107","475","14"
"2013","11","0","0","1","1","3","0","0","0","307","1","2","1","465","0","0","9","0","0","0","0","0","1","7","0","Nan","0","0","0","0","0","32","0","Nan","Nan","Nan","Nan","Nan","Nan","2500","101","465","17"
"2013","12","0","0","0","1","1","0","0","0","305","2","1","3","351","0","0","11","0","0","0","2","0","0","4","0","Nan","0","0","0","0","0","31","0","Nan","Nan","Nan","Nan","Nan","Nan","2148","93","365","13"
"2013","13","0","0","4","5","1","0","0","0","314","2","1","3","350","0","0","9","1","0","0","4","0","0","1","0","Nan","2","0","0","8","0","22","0","Nan","Nan","Nan","Nan","Nan","Nan","2343","118","456","18"
"2013","14","0","2","1","1","1","0","0","0","402","4","3","6","438","0","1","11","1","0","0","1","1","0","8","0","Nan","3","0","0","2","0","39","0","Nan","Nan","Nan","Nan","Nan","Nan","2395","106","454","15"
"2013","15","0","0","1","2","1","0","0","0","491","1","4","14","461","0","0","14","2","0","0","1","0","1","18","0","Nan","0","0","0","1","0","32","0","Nan","Nan","Nan","Nan","Nan","Nan","2500","103","461","14"
"2013","16","0","0","1","1","1","0","0","0","505","4","4","35","504","0","1","17","2","0","0","1","3","0","13","0","Nan","0","0","0","2","0","30","0","Nan","Nan","Nan","Nan","Nan","Nan","2688","95","459","16"
"2013","17","0","1","1","4","2","0","0","0","536","2","2","24","572","0","0","15","0","0","0","1","0","0","7","0","Nan","0","0","0","6","0","51","0","Nan","Nan","Nan","Nan","Nan","Nan","2699","95","444","13"
"2013","18","0","0","2","3","0","0","0","0","547","0","4","19","595","0","2","10","0","0","0","1","0","0","8","0","Nan","0","0","0","6","0","25","0","Nan","Nan","Nan","Nan","Nan","Nan","2854","90","492","21"
"2013","19","0","0","2","3","0","0","0","0","556","2","5","29","627","0","2","11","1","0","0","4","0","1","5","0","Nan","0","0","0","0","0","30","0","Nan","Nan","Nan","Nan","Nan","Nan","2747","91","478","14"
"2013","20","0","1","4","2","3","0","0","0","611","0","2","28","697","0","1","10","1","0","0","2","0","0","8","0","Nan","1","0","0","11","1","45","0","Nan","Nan","Nan","Nan","Nan","Nan","2519","90","452","18"
"2013","21","0","0","3","0","2","0","0","0","637","3","7","15","662","0","1","5","2","0","0","2","0","0","13","0","Nan","0","0","0","2","0","27","0","Nan","Nan","Nan","Nan","Nan","Nan","2726","90","452","11"
"2013","22","0","1","1","0","1","0","0","0","742","4","1","31","774","0","0","10","0","0","0","2","1","0","4","0","Nan","0","0","1","3","0","42","0","Nan","Nan","Nan","Nan","Nan","Nan","2733","85","460","13"
"2013","23","0","0","1","0","2","0","0","0","813","1","1","40","697","0","1","14","0","0","0","0","1","1","11","0","Nan","1","0","0","3","0","51","0","Nan","Nan","Nan","Nan","Nan","Nan","2434","76","403","9"
"2013","24","0","0","5","3","2","0","0","0","805","4","5","39","736","0","0","6","2","0","0","2","1","0","2","0","Nan","0","0","0","3","1","32","0","Nan","Nan","Nan","Nan","Nan","Nan","2330","80","378","10"
"2013","25","0","0","1","0","4","0","0","0","838","4","0","45","581","0","0","10","1","0","0","0","0","0","6","0","Nan","0","0","2","0","1","33","0","Nan","Nan","Nan","Nan","Nan","Nan","2755","104","317","13"
"2013","26","0","0","1","2","1","0","0","0","802","4","5","24","461","0","0","10","2","0","0","3","0","0","2","1","Nan","3","0","0","4","1","32","0","Nan","Nan","Nan","Nan","Nan","Nan","2413","91","372","10"
"2013","27","0","0","3","4","0","0","0","0","676","2","1","26","441","0","0","16","1","0","0","2","0","0","7","0","Nan","1","0","1","4","0","30","0","Nan","Nan","Nan","Nan","Nan","Nan","2368","88","501","14"
"2013","28","0","0","1","1","1","0","0","0","540","1","0","26","482","0","0","12","0","0","0","0","1","1","7","0","Nan","0","0","0","2","1","44","0","Nan","Nan","Nan","Nan","Nan","Nan","2371","84","523","15"
"2013","29","0","0","3","0","1","0","0","0","389","1","7","16","578","0","0","16","1","0","0","1","2","0","10","0","Nan","1","1","0","1","0","32","0","Nan","Nan","Nan","Nan","Nan","Nan","2543","88","544","14"
"2013","30","0","0","2","2","0","0","0","0","305","1","3","20","590","0","1","7","2","0","0","1","1","1","8","1","Nan","1","0","0","0","0","30","0","Nan","Nan","Nan","Nan","Nan","Nan","2423","85","525","15"
"2013","31","0","0","1","1","1","0","0","0","288","1","1","22","659","0","1","17","1","0","0","2","1","0","8","0","Nan","1","0","0","4","1","30","0","Nan","Nan","Nan","Nan","Nan","Nan","2476","91","544","20"
"2013","32","0","1","0","1","0","0","0","0","255","1","7","7","577","0","0","13","0","0","0","0","1","1","7","0","Nan","1","0","1","2","0","18","0","Nan","Nan","Nan","Nan","Nan","Nan","2426","91","547","15"
"2013","33","0","0","1","2","2","0","0","0","378","0","5","26","743","0","0","9","1","0","0","1","1","1","3","0","Nan","0","0","0","3","0","28","0","Nan","Nan","Nan","Nan","Nan","Nan","2700","97","586","18"
"2013","34","0","0","1","0","0","0","0","0","338","3","3","15","798","0","2","9","1","0","0","1","2","0","13","0","Nan","1","0","2","3","0","21","0","Nan","Nan","Nan","Nan","Nan","Nan","2565","100","547","22"
"2013","35","0","0","3","0","0","0","0","0","382","4","2","38","887","0","3","12","0","0","0","1","1","0","4","0","Nan","0","0","0","4","0","37","0","Nan","Nan","Nan","Nan","Nan","Nan","2380","88","508","16"
"2013","36","0","0","2","2","0","0","0","0","449","3","0","42","860","0","1","8","0","0","0","0","1","1","3","0","Nan","0","0","1","2","0","38","0","Nan","Nan","Nan","Nan","Nan","Nan","2262","92","455","15"
"2013","37","0","1","3","0","0","0","0","0","337","2","3","39","960","0","2","4","0","0","0","1","0","1","8","0","Nan","0","0","0","2","0","34","0","Nan","Nan","Nan","Nan","Nan","Nan","2211","84","454","15"
"2013","38","0","0","0","0","2","0","0","0","370","6","3","49","1062","0","0","7","1","0","0","0","0","1","11","0","Nan","0","0","0","2","0","46","0","Nan","Nan","Nan","Nan","Nan","Nan","2373","98","515","25"
"2013","39","0","0","0","2","0","0","0","0","402","4","5","32","1108","0","6","2","1","0","0","1","0","0","6","0","Nan","1","0","2","1","0","53","0","Nan","Nan","Nan","Nan","Nan","Nan","2180","91","490","20"
"2013","40","1","0","2","0","0","0","0","0","439","2","2","17","1077","0","0","4","2","0","0","2","0","0","5","0","Nan","3","0","2","5","0","65","0","Nan","Nan","Nan","Nan","Nan","Nan","2301","82","472","21"
"2013","41","0","1","1","0","0","0","0","0","435","3","0","23","1247","0","2","9","2","0","0","1","0","0","10","0","Nan","0","0","0","0","0","46","0","Nan","Nan","Nan","Nan","Nan","Nan","2429","90","453","17"
"2013","42","0","1","1","1","1","0","0","0","371","3","0","16","1147","0","2","4","0","0","0","2","1","0","0","0","Nan","0","0","0","1","2","39","0","Nan","Nan","Nan","Nan","Nan","Nan","2429","86","481","21"
"2013","43","1","1","1","1","1","0","0","0","495","0","1","21","1029","0","3","3","1","0","0","0","0","1","9","0","Nan","0","0","0","4","0","37","0","Nan","Nan","Nan","Nan","Nan","Nan","2401","80","456","18"
"2013","44","0","0","0","7","0","0","0","0","457","1","0","22","914","0","2","6","1","0","0","2","2","0","6","0","Nan","1","0","0","4","0","27","0","Nan","Nan","Nan","Nan","Nan","Nan","2155","77","397","16"
"2013","45","0","1","0","2","0","0","0","0","401","1","2","31","1002","0","4","4","1","0","0","1","1","1","7","0","Nan","1","0","0","3","1","46","0","Nan","Nan","Nan","Nan","Nan","Nan","3018","97","515","19"
"2013","46","0","0","1","3","0","0","0","0","442","2","1","23","849","0","0","10","1","0","0","1","0","0","12","0","Nan","4","0","1","1","0","26","0","Nan","Nan","Nan","Nan","Nan","Nan","2494","86","420","13"
"2013","47","0","0","1","1","3","0","0","0","365","0","2","36","740","0","1","11","1","0","0","2","1","0","8","0","Nan","0","0","0","9","0","29","0","Nan","Nan","Nan","Nan","Nan","Nan","2576","87","387","16"
"2013","48","0","0","2","1","0","0","0","0","372","0","3","27","607","0","0","6","1","0","0","0","1","0","6","0","Nan","0","0","0","3","0","45","0","Nan","Nan","Nan","Nan","Nan","Nan","2363","79","398","14"
"2013","49","0","0","1","4","2","0","0","0","347","0","1","32","628","0","1","9","2","0","0","1","2","3","8","0","Nan","0","0","0","7","0","27","0","Nan","Nan","Nan","Nan","Nan","Nan","2526","91","423","11"
"2013","50","0","0","0","6","1","0","0","0","380","1","1","23","575","0","0","4","0","0","0","0","0","2","8","0","Nan","0","1","0","4","0","33","0","Nan","Nan","Nan","Nan","Nan","Nan","2509","76","396","10"
"2013","51","0","2","1","0","0","0","0","0","371","0","1","33","542","0","2","10","0","0","0","2","0","0","14","0","Nan","0","0","0","4","0","28","0","Nan","Nan","Nan","Nan","Nan","Nan","2458","74","369","8"
"2013","52","0","1","3","0","1","0","0","0","414","0","3","20","363","0","3","9","0","0","0","1","0","2","6","0","Nan","1","0","0","4","0","20","0","Nan","Nan","Nan","Nan","Nan","Nan","2605","88","420","16"
