"Year","Epidemiology Week","Cholera","Paratyphoid","Typhoid","Acute Viral Hepatitis A","Acute Viral Hepatitis E","Poliomyelitis","Plague","Yellow Fever","Dengue","DHF","Malaria","Chikungunya","HFMD","Diphtheria","Measles","Mumps","Rubella","SARS","Nipah","Acute Viral hepatitis B","Encephalitis","Legionellosis","Campylobacter enteritis","Acute Viral hepatitis C","Leptospirosis","Melioidosis","Meningococcal Infection","Pertussis","Pneumococcal Disease (invasive)","Haemophilus influenzae type b","Salmonellosis(non-enteric fevers)","Avian Influenza","Zika","Ebola Virus Disease","Japanese Encephalitis","Tetanus","Botulism","Murine Typhus","Acute Upper Respiratory Tract infections","Acute Conjunctivitis","Acute Diarrhoea","Chickenpox"
"2016","4","0","0","4","0","0","0","0","0","623","1","0","1","587","0","0","10","0","0","0","2","0","0","6","0","Nan","2","0","1","3","0","42","0","0","Nan","Nan","Nan","Nan","Nan","3111","62","529","14"
"2016","5","0","0","1","0","2","0","0","0","523","2","0","0","669","0","1","9","0","0","0","1","1","0","6","0","Nan","0","0","1","2","0","54","0","0","Nan","Nan","Nan","Nan","Nan","3125","75","519","11"
"2016","6","0","0","0","1","0","0","0","0","419","0","0","0","587","0","0","9","0","0","0","1","0","0","5","0","Nan","2","0","0","2","0","35","0","0","Nan","Nan","Nan","Nan","Nan","3740","92","624","17"
"2016","7","0","0","0","2","3","0","0","0","589","1","0","2","699","0","2","8","0","0","0","0","0","1","13","0","Nan","0","0","1","5","0","49","0","0","Nan","Nan","Nan","Nan","Nan","3174","87","538","17"
"2016","8","0","0","4","0","0","0","0","0","507","4","0","0","756","0","1","10","0","0","0","0","1","0","14","2","Nan","0","0","1","4","0","52","0","0","Nan","Nan","Nan","Nan","Nan","3148","82","508","13"
"2016","9","0","1","1","1","0","0","0","0","411","0","1","0","831","0","1","4","0","0","0","1","0","0","8","0","Nan","1","0","3","2","0","39","0","0","Nan","Nan","Nan","Nan","Nan","3001","86","456","15"
"2016","10","0","2","2","2","2","0","0","0","395","1","0","0","979","0","2","6","0","0","0","2","1","1","10","1","Nan","2","0","2","4","0","26","0","0","Nan","Nan","Nan","Nan","Nan","2702","81","490","15"
"2016","11","0","1","0","1","1","0","0","0","372","1","1","0","905","0","2","9","0","0","0","4","1","0","6","0","Nan","0","0","1","3","0","41","0","0","Nan","Nan","Nan","Nan","Nan","2382","73","419","14"
"2016","12","0","1","0","0","2","0","0","0","304","2","1","0","860","0","2","7","0","0","0","2","0","0","2","0","Nan","0","0","1","1","0","25","0","0","Nan","Nan","Nan","Nan","Nan","2596","91","472","18"
"2016","13","0","3","0","1","0","0","0","0","376","1","0","0","937","0","4","7","1","0","0","1","0","0","7","0","Nan","2","0","1","0","0","39","0","0","Nan","Nan","Nan","Nan","Nan","2530","78","449","14"
"2016","14","0","0","0","2","1","0","0","0","289","2","0","2","807","0","1","7","1","0","0","0","0","0","12","0","Nan","0","0","3","2","0","29","0","0","Nan","Nan","Nan","Nan","Nan","2417","71","465","14"
"2016","15","0","0","0","0","3","0","0","0","224","0","1","0","987","0","2","7","0","0","0","1","0","1","13","0","Nan","1","0","1","2","0","42","0","0","Nan","Nan","Nan","Nan","Nan","2383","73","475","12"
"2016","16","0","0","1","1","1","0","0","0","229","0","1","0","1051","0","6","5","0","0","0","1","0","0","13","1","Nan","0","0","0","2","0","48","0","0","Nan","Nan","Nan","Nan","Nan","2487","71","471","14"
"2016","17","0","0","2","1","3","0","0","0","242","0","0","0","1020","0","6","12","0","0","0","1","1","0","12","0","Nan","1","0","1","6","0","47","0","0","Nan","Nan","Nan","Nan","Nan","2520","74","494","14"
"2016","18","0","1","0","0","3","0","0","0","180","0","0","0","1077","0","3","12","0","0","0","1","2","1","8","1","Nan","0","0","2","6","0","38","0","0","Nan","Nan","Nan","Nan","Nan","2715","73","516","16"
"2016","19","0","1","1","0","3","0","0","0","216","0","0","0","1316","0","11","10","0","0","0","1","0","0","5","0","Nan","0","0","1","2","0","48","0","1","Nan","Nan","Nan","Nan","Nan","2648","73","504","15"
"2016","20","0","1","1","1","9","0","0","0","212","0","1","1","1314","0","6","9","0","0","0","0","0","0","19","1","Nan","3","0","2","1","0","42","0","0","Nan","Nan","Nan","Nan","Nan","2853","72","547","14"
"2016","21","0","0","2","0","2","0","0","0","198","0","0","0","1344","0","7","14","0","0","0","2","0","0","5","1","Nan","0","0","0","3","0","57","0","0","Nan","Nan","Nan","Nan","Nan","2775","70","492","15"
"2016","22","0","0","1","5","0","0","0","0","215","1","0","1","1234","0","5","17","0","0","0","2","0","0","12","0","Nan","1","0","1","3","0","45","0","0","Nan","Nan","Nan","Nan","Nan","2634","70","453","9"
"2016","23","0","1","1","1","4","0","0","0","157","1","0","0","1117","0","3","15","1","0","0","0","0","0","9","0","Nan","2","0","3","3","0","52","0","0","Nan","Nan","Nan","Nan","Nan","2521","71","418","10"
"2016","24","0","0","2","1","6","0","0","0","192","1","2","0","1066","0","4","12","1","0","0","1","1","0","5","3","Nan","2","1","9","3","0","28","0","0","Nan","Nan","Nan","Nan","Nan","2564","66","445","12"
"2016","25","0","0","0","0","4","0","0","0","215","0","0","1","1034","0","1","13","0","0","0","0","2","0","8","0","Nan","2","0","3","6","0","43","0","0","Nan","Nan","Nan","Nan","Nan","2819","77","445","11"
"2016","26","0","0","1","0","1","0","0","0","234","0","1","1","972","0","0","12","0","0","0","1","5","0","11","0","Nan","0","0","0","4","0","53","0","0","Nan","Nan","Nan","Nan","Nan","3021","83","521","15"
"2016","27","0","0","0","0","0","0","0","0","246","1","0","0","798","0","0","8","1","0","0","2","1","0","8","0","Nan","2","0","1","0","0","48","0","0","Nan","Nan","Nan","Nan","Nan","2989","84","634","19"
"2016","28","0","0","0","2","2","0","0","0","223","0","1","0","871","0","1","11","2","0","0","1","1","0","3","0","Nan","0","1","1","3","0","80","0","0","Nan","Nan","Nan","Nan","Nan","2940","78","593","13"
"2016","29","0","1","2","3","4","0","0","0","266","0","0","0","884","0","0","12","0","0","0","2","0","1","14","0","Nan","1","0","3","2","0","58","0","0","Nan","Nan","Nan","Nan","Nan","3427","72","587","11"
"2016","30","0","0","1","5","3","0","0","0","221","1","0","0","908","0","0","15","1","0","0","2","1","0","3","0","Nan","3","0","3","0","0","35","0","0","Nan","Nan","Nan","Nan","Nan","3566","74","571","14"
"2016","31","0","0","0","1","1","0","0","0","210","0","1","0","972","0","2","8","0","0","0","3","2","1","1","1","Nan","3","0","3","7","0","41","0","0","Nan","Nan","Nan","Nan","Nan","3499","83","551","12"
"2016","32","0","0","1","1","3","0","0","0","197","1","1","1","917","0","1","8","0","0","0","0","0","0","5","1","Nan","1","0","0","1","0","46","0","0","Nan","Nan","Nan","Nan","Nan","3233","81","592","17"
"2016","33","0","0","2","2","5","0","0","0","221","1","3","0","914","0","1","7","0","0","0","1","1","0","6","1","Nan","1","0","2","3","2","48","0","0","Nan","Nan","Nan","Nan","Nan","2834","77","550","13"
"2016","34","0","0","0","1","0","0","0","0","274","0","1","2","948","0","3","9","0","0","0","5","2","2","6","0","Nan","3","0","1","4","0","26","0","1","Nan","Nan","Nan","Nan","Nan","2687","78","521","14"
"2016","35","0","1","2","2","0","0","0","0","310","1","2","1","906","0","2","13","1","0","0","1","1","0","13","0","Nan","0","0","1","3","0","36","0","215","Nan","Nan","Nan","Nan","Nan","2573","82","501","15"
"2016","36","0","0","1","0","3","0","0","0","242","0","2","4","867","0","5","18","1","0","0","4","0","0","20","0","Nan","0","0","2","1","0","44","0","107","Nan","Nan","Nan","Nan","Nan","2371","75","453","10"
"2016","37","0","0","1","0","2","0","0","0","175","0","2","2","778","0","1","12","0","0","0","1","0","0","13","0","Nan","2","0","2","1","0","47","0","62","Nan","Nan","Nan","Nan","Nan","2566","88","617","14"
"2016","38","1","0","0","0","2","0","0","0","174","0","2","3","756","0","0","13","1","0","0","0","0","1","13","0","Nan","0","0","0","5","2","30","0","11","Nan","Nan","Nan","Nan","Nan","2449","83","554","11"
"2016","39","0","1","0","1","2","0","0","0","138","0","0","2","737","0","3","11","0","0","0","3","0","1","10","0","Nan","3","0","0","1","0","37","0","8","Nan","Nan","Nan","Nan","Nan","2384","84","525","17"
"2016","40","0","0","1","2","4","0","0","0","125","0","0","0","555","0","2","14","0","0","0","1","0","1","11","0","Nan","2","0","0","3","0","47","0","4","Nan","Nan","Nan","Nan","Nan","2378","73","559","14"
"2016","41","0","0","1","0","6","0","0","0","94","0","2","1","616","0","2","10","0","0","0","2","0","0","6","1","Nan","1","0","2","3","0","41","0","11","Nan","Nan","Nan","Nan","Nan","2423","78","582","20"
"2016","42","0","1","0","0","4","0","0","0","108","0","0","4","599","0","1","7","0","0","0","1","0","0","2","0","Nan","2","0","2","1","0","46","0","11","Nan","Nan","Nan","Nan","Nan","2408","76","565","19"
"2016","43","0","0","1","0","3","0","0","0","84","0","0","0","474","0","2","14","0","0","0","2","0","1","5","0","Nan","2","1","0","3","0","34","0","12","Nan","Nan","Nan","Nan","Nan","2398","79","558","15"
"2016","44","0","0","2","0","1","0","0","0","85","1","0","2","489","0","1","16","0","0","0","2","0","0","8","0","Nan","1","0","3","1","0","45","0","4","Nan","Nan","Nan","Nan","Nan","2462","82","568","13"
"2016","45","0","0","2","1","0","0","0","0","84","0","0","1","505","0","4","11","0","0","0","2","0","0","11","1","Nan","3","0","3","2","0","33","0","4","Nan","Nan","Nan","Nan","Nan","2598","78","554","16"
"2016","46","0","0","1","0","3","0","0","0","72","0","0","2","581","0","5","13","0","0","0","3","0","1","7","1","Nan","2","0","4","1","0","47","0","3","Nan","Nan","Nan","Nan","Nan","2651","84","519","11"
"2016","47","0","0","1","0","1","0","0","0","74","1","0","0","576","0","8","8","0","0","0","1","0","0","6","0","Nan","1","0","0","2","1","40","0","1","Nan","Nan","Nan","Nan","Nan","2620","87","512","14"
"2016","48","0","0","0","0","1","0","0","0","86","0","0","1","602","0","4","4","0","0","0","2","0","0","7","1","Nan","3","0","0","4","0","0","0","2","Nan","Nan","Nan","Nan","Nan","2589","100","489","14"
"2016","49","0","0","0","0","0","0","0","0","59","0","3","1","588","0","11","10","0","0","0","1","0","0","6","0","Nan","0","3","0","0","2","0","0","1","Nan","Nan","Nan","Nan","Nan","2377","102","479","11"
"2016","50","0","0","1","0","2","0","0","0","81","0","1","1","582","0","3","11","0","0","0","2","0","1","7","0","Nan","2","1","2","2","2","0","0","0","Nan","Nan","Nan","Nan","Nan","2410","101","427","13"
"2016","51","0","0","4","1","1","0","","0","72","0","0","0","560","0","2","15","0","0","0","0","0","0","9","0","Nan","1","1","0","2","3","1","0","0","Nan","Nan","Nan","Nan","Nan","2275","92","448","11"
"2016","52","0","0","1","2","2","0","0","0","64","0","0","0","512","0","3","12","1","0","0","0","0","0","5","0","Nan","2","0","0","1","3","0","0","1","Nan","Nan","Nan","Nan","Nan","2493","98","458","12"
"2017","1","0","3","3","2","3","0","0","0","70","0","0","0","501","0","3","6","0","0","0","2","0","0","7","1","2","2","0","1","1","1","48","0","0","0","0","0","0","0","2721","106","518","20"
"2017","2","0","1","4","0","1","0","0","0","90","1","0","0","588","0","4","15","0","0","0","1","0","0","7","0","0","2","0","3","2","0","43","0","0","0","0","0","0","0","2864","91","543","17"
"2017","3","0","0","3","2","2","0","0","0","73","1","1","0","599","0","3","12","0","0","0","0","0","0","4","0","0","0","0","0","3","0","38","0","1","0","0","0","0","0","3060","91","558","16"
"2017","4","0","0","2","1","0","0","0","0","63","0","0","0","492","0","1","7","1","0","0","1","0","0","11","0","1","1","0","0","1","0","33","0","0","0","0","0","0","0","3002","82","509","13"
"2017","5","0","1","6","1","2","0","0","0","62","0","0","0","572","0","0","12","0","0","0","2","0","0","12","1","1","1","1","2","5","2","44","0","0","0","0","0","0","0","3521","98","583","17"
"2017","6","0","0","0","5","0","0","0","0","77","0","1","0","669","0","1","15","0","0","0","1","0","0","4","0","2","2","0","7","4","0","33","0","2","0","1","0","0","0","3352","99","587","18"
"2017","7","0","0","4","0","0","0","0","0","51","2","0","0","692","0","4","9","1","0","0","1","0","0","3","1","2","2","1","0","2","0","25","0","1","0","0","0","0","0","3316","105","561","17"
"2017","8","0","1","0","0","0","0","0","0","54","0","0","0","762","0","3","9","1","0","0","2","0","0","10","1","0","0","0","0","6","0","46","0","0","0","0","0","0","1","2993","99","536","18"
"2017","9","0","0","1","2","2","0","0","0","41","0","0","1","855","0","1","12","0","0","0","2","0","1","6","0","1","0","0","2","4","0","45","0","1","0","0","0","0","0","3008","95","527","14"
"2017","10","0","0","0","0","1","0","0","0","32","0","1","0","943","0","2","11","0","0","0","1","0","1","8","0","1","0","0","2","2","0","32","0","0","0","0","0","0","0","3038","112","533","16"
"2017","11","0","0","1","2","0","0","0","0","34","1","1","0","797","0","1","14","0","0","0","0","0","0","8","0","1","3","0","2","2","0","31","0","0","0","0","0","0","0","2711","100","428","14"
"2017","12","0","0","0","2","3","0","0","0","32","0","0","2","790","0","2","8","0","0","0","0","0","1","7","0","0","1","0","0","3","0","63","0","1","0","0","0","0","1","2977","124","515","17"
"2017","13","0","0","0","3","2","0","0","0","49","1","0","0","663","0","4","12","0","0","0","0","0","2","7","0","0","1","1","0","5","0","45","0","2","0","0","0","0","0","2839","113","486","16"
"2017","14","0","0","2","2","1","0","0","0","37","0","1","1","695","0","3","13","0","0","0","0","0","0","9","0","1","0","1","2","0","1","33","0","5","0","0","0","0","0","3023","98","531","16"
"2017","15","0","0","1","2","1","0","0","0","32","0","1","0","654","0","2","7","0","0","0","0","0","0","4","0","1","0","1","1","2","0","42","0","5","0","0","0","0","0","3164","99","548","22"
"2017","16","0","0","1","4","0","0","0","0","51","0","2","0","762","0","2","12","0","0","0","0","0","0","8","1","2","2","0","0","2","0","31","0","5","0","0","0","0","0","3202","99","546","16"
"2017","17","0","0","1","4","2","0","0","0","37","0","0","0","752","0","0","7","1","0","0","0","0","0","11","0","1","0","0","0","0","0","32","0","7","0","0","0","0","0","3189","95","566","18"
"2017","18","0","1","1","2","0","0","0","0","42","0","2","0","755","0","0","13","1","0","0","0","0","1","6","0","0","1","0","1","1","0","43","0","3","0","0","0","0","0","3452","108","542","21"
"2017","19","0","1","0","1","0","0","0","0","48","0","0","0","732","0","0","8","1","0","0","1","0","1","9","0","1","2","0","0","4","0","38","0","1","0","0","0","0","0","3645","103","596","19"
"2017","20","0","0","0","2","2","0","0","0","48","2","0","1","793","0","2","7","0","0","0","1","0","1","10","0","1","1","0","0","3","0","40","0","1","0","0","0","0","0","3500","88","565","15"
"2017","21","0","1","0","1","0","0","0","0","50","0","2","0","789","0","2","10","1","0","0","0","0","0","9","0","2","0","0","0","6","0","44","0","4","0","0","0","0","0","3440","84","548","14"
"2017","22","1","0","2","3","1","0","0","0","66","0","0","0","713","0","0","8","0","0","0","0","0","1","7","0","3","2","0","1","10","1","65","0","3","0","0","0","0","0","3241","84","484","10"
"2017","23","0","0","0","1","1","0","0","0","62","0","0","2","607","0","2","9","0","0","0","0","0","0","9","1","2","1","0","3","3","0","36","0","1","0","0","0","0","0","2842","87","468","14"
"2017","24","0","0","2","1","0","0","0","0","79","1","0","1","520","0","3","8","0","0","0","1","0","0","4","0","1","0","0","0","3","0","49","0","1","0","0","0","0","0","2476","83","464","10"
"2017","25","0","1","1","0","2","0","0","0","73","0","1","2","554","0","1","10","0","0","0","0","0","1","5","0","0","0","0","0","2","0","33","0","2","0","0","0","0","0","2374","82","455","12"
"2017","26","0","0","1","2","1","0","0","0","75","0","1","2","436","0","2","12","1","0","0","1","0","1","13","1","0","4","0","1","2","0","28","0","1","0","0","0","0","0","2793","84","617","19"
"2017","27","0","1","1","0","2","0","0","0","63","0","3","1","572","0","1","9","0","0","0","1","0","1","16","0","2","1","0","1","4","0","41","0","0","0","0","0","0","0","2835","77","529","13"
"2017","28","0","1","1","1","3","0","0","0","53","0","0","1","661","0","0","6","0","0","0","2","0","0","8","1","0","0","0","2","4","0","31","0","1","0","0","0","0","0","3191","85","616","17"
"2017","29","0","1","1","2","0","0","0","0","51","0","0","0","692","0","1","9","0","0","0","1","0","0","9","2","1","1","0","1","2","0","30","0","0","0","0","0","0","0","3355","96","612","14"
"2017","30","0","1","0","2","4","0","0","0","66","1","1","0","803","0","0","15","0","0","0","0","0","0","15","0","1","0","0","1","8","0","45","0","6","0","0","0","0","0","3132","88","605","14"
"2017","31","0","0","0","2","4","0","0","0","60","0","1","1","872","1","0","7","0","0","0","0","0","0","13","0","0","0","0","1","2","0","40","0","6","0","0","0","0","0","2867","87","576","16"
"2017","32","0","0","3","2","0","0","0","0","56","0","1","1","695","0","2","15","1","0","0","2","0","0","9","0","3","1","0","2","2","0","46","0","2","0","0","0","0","2","2783","87","597","15"
"2017","33","0","0","0","2","7","0","0","0","52","1","1","2","711","0","0","5","2","0","0","1","0","0","15","0","2","0","0","0","6","0","27","0","2","0","0","0","0","0","2893","80","599","12"
"2017","34","0","0","2","1","1","0","0","0","51","1","1","1","840","0","0","13","3","0","0","1","0","0","7","1","1","2","0","3","4","0","37","0","0","0","0","0","0","0","2771","78","568","15"
"2017","35","0","0","1","0","3","0","0","0","33","0","3","0","761","0","1","12","0","0","0","1","0","0","13","0","0","2","0","5","4","0","39","0","1","0","0","0","0","0","2502","81","481","17"
"2017","36","0","0","1","2","3","0","0","0","40","0","1","1","659","1","1","14","1","0","0","0","0","1","13","2","2","1","1","0","4","0","46","0","0","0","0","0","0","0","2378","75","461","13"
"2017","37","0","1","0","1","2","0","0","0","53","0","1","0","717","0","1","5","0","0","0","1","0","1","11","0","0","1","0","5","2","0","41","0","0","0","0","0","0","0","2489","80","529","13"
"2017","38","0","1","1","3","4","0","0","0","58","1","1","0","708","0","2","12","0","0","0","1","0","0","12","0","1","0","0","2","1","0","39","0","0","0","0","0","0","0","2665","84","510","10"
"2017","39","0","0","0","0","0","0","0","0","39","0","0","0","672","0","1","14","0","0","0","2","0","1","17","0","1","1","0","1","4","0","27","0","1","0","0","0","0","0","2686","80","483","10"
"2017","40","0","0","1","0","1","0","0","0","51","1","1","1","622","0","0","12","0","0","0","0","0","0","10","1","1","2","0","1","1","0","33","0","0","0","0","0","0","0","2881","71","504","11"
"2017","41","0","0","3","2","0","0","0","0","55","0","0","1","721","0","0","13","0","0","0","2","0","1","4","1","0","3","1","2","1","0","34","0","0","0","0","0","0","0","3016","80","518","12"
"2017","42","1","0","1","5","1","0","0","0","62","1","1","1","635","0","1","9","0","0","0","2","0","0","5","1","0","0","1","2","3","0","38","0","0","0","0","0","0","0","3125","88","575","14"
"2017","43","1","0","2","1","2","0","0","0","77","0","1","0","549","0","1","11","0","0","0","0","0","0","13","1","2","1","0","2","1","0","37","0","0","0","0","0","0","0","2869","74","532","11"
"2017","44","0","0","2","1","3","0","0","0","62","0","1","1","553","0","1","8","0","0","0","0","0","0","21","0","1","0","1","2","4","0","50","0","0","0","0","0","0","0","2882","80","507","11"
"2017","45","0","0","1","1","0","0","0","0","44","0","1","0","474","0","0","11","1","0","0","0","0","0","10","0","1","3","0","3","2","1","35","0","0","0","0","0","1","0","2862","77","519","13"
"2017","46","0","0","0","1","1","0","0","0","50","0","1","1","550","0","1","6","0","0","0","0","0","1","9","0","1","2","0","2","1","0","33","0","1","0","0","0","0","0","2939","80","544","14"
"2017","47","0","0","1","0","2","0","0","0","24","0","1","0","482","0","0","8","0","0","0","0","0","0","15","1","0","1","1","1","5","0","27","0","0","0","0","0","0","0","2910","76","504","14"
"2017","48","0","0","3","3","1","0","0","0","37","1","2","3","463","0","0","9","0","0","0","4","0","0","11","1","3","0","1","4","2","0","38","0","0","0","0","0","0","0","2836","83","502","14"
"2017","49","0","0","1","2","5","0","0","0","33","1","2","1","416","0","0","11","0","0","0","0","0","1","12","0","2","0","0","1","6","0","36","0","0","0","0","0","0","0","2711","82","500","10"
"2017","50","0","0","1","1","0","0","0","0","40","0","0","0","460","0","1","6","0","0","0","0","0","0","11","2","0","2","0","3","2","0","44","0","0","0","0","0","0","0","2677","82","483","13"
"2017","51","0","0","1","1","0","0","0","0","51","0","0","0","412","0","0","11","1","0","0","0","0","0","13","0","2","0","1","2","2","1","36","0","0","0","0","0","0","3","2729","93","466","10"
"2017","52","0","0","1","0","0","0","0","0","66","0","0","0","325","0","6","7","0","0","0","0","0","1","5","1","1","0","0","2","3","0","42","0","0","0","0","0","0","0","2836","88","485","15"
"2018","1","0","1","1","1","0","0","0","0","83","0","2","0","326","0","1","6","0","0","0","1","0","0","12","0","1","1","0","2","1","0","30","0","0","0","0","0","0","0","3158","103","580","24"
"2018","2","0","1","1","1","0","0","0","0","68","0","1","0","478","0","1","13","0","0","0","2","0","0","11","0","0","1","1","3","3","0","37","0","0","0","0","0","0","0","3632","93","604","17"
"2018","3","0","0","0","2","0","0","0","0","54","0","0","0","542","0","2","11","0","0","0","1","0","0","7","0","1","1","0","2","5","0","29","0","1","0","0","0","0","0","4234","96","583","20"
"2018","4","0","1","3","0","2","0","0","0","45","0","0","0","645","0","0","12","0","0","0","1","0","2","9","0","1","0","0","2","0","0","23","0","0","0","0","1","0","0","4048","91","607","19"
"2018","5","1","0","0","1","0","0","0","0","48","0","0","0","757","0","1","17","0","0","0","1","0","0","9","0","0","1","0","0","2","0","26","0","0","0","0","0","1","0","3960","109","583","17"
"2018","6","0","1","1","1","0","0","0","0","50","0","0","0","699","0","0","11","0","0","0","0","0","0","4","1","0","1","0","4","2","0","22","0","0","0","0","0","0","0","3983","114","560","18"
"2018","7","0","0","0","2","1","0","0","0","28","0","0","0","546","0","2","2","0","0","0","0","0","0","4","0","1","0","0","2","3","0","14","0","0","0","0","0","0","0","3911","109","543","16"
"2018","8","0","0","2","2","1","0","0","0","38","1","1","0","668","0","0","8","0","0","0","0","0","0","8","2","1","1","0","1","4","0","14","0","0","0","0","0","0","0","3513","117","585","18"
"2018","9","0","1","1","0","2","0","0","0","51","0","0","1","780","0","1","10","0","0","0","1","0","0","4","0","0","0","1","4","3","0","32","0","0","0","0","0","0","0","3174","101","572","23"
"2018","10","0","0","0","1","0","0","0","0","37","0","0","0","1105","0","2","5","0","0","0","0","0","0","4","0","0","0","0","0","4","0","32","0","0","0","0","0","0","0","3012","103","549","21"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""